"laureate_id","Category","Affiliation_Name","Award_Year","Motivation","Date_Awarded","Award_City","Award_Country","Award_Lat","Award_Lon"
"365","Physiology or Medicine","Rockefeller Institute for Medical Research","1958","for their discovery that genes act by regulating definite chemical events","1958-10-30","New York, NY","USA",39.828175,-98.5795
"366","Physiology or Medicine","University of Wisconsin","1958","for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria","1958-10-30","Madison, WI","USA",39.828175,-98.5795
"70","Physics","P.N. Lebedev Physical Institute","1958","for the discovery and the interpretation of the Cherenkov effect","1958-10-28","Moscow","Russia",66.416667,94.25
"721","Physics","Lomonosov Moscow State University","1958","for the discovery and the interpretation of the Cherenkov effect","1958-10-28","Moscow","Russia",66.416667,94.25
"71","Physics","Lomonosov Moscow State University","1958","for the discovery and the interpretation of the Cherenkov effect","1958-10-28","Moscow","Russia",66.416667,94.25
"517","Peace","","1958","for his efforts to help refugees to leave their camps and return to a life of freedom and dignity","1958-11-10","","","",""
"629","Literature","","1958","for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition","1958-10-28","","","",""
"222","Chemistry","University of Cambridge","1958","for his work on the structure of proteins, especially that of insulin","1958-10-28","Cambridge","United Kingdom",54.6,-2.0
"222","Chemistry","University of Cambridge","1958","for his work on the structure of proteins, especially that of insulin","1958-10-28","Cambridge","United Kingdom",54.6,-2.0
"363","Physiology or Medicine","Istituto Superiore di Sanità (Chief Institute of Public Health)","1957","for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles","1957-10-24","Rome","Italy",42.5,12.5
"68","Physics","Institute for Advanced Study","1957","for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles","1957-10-31","Princeton, NJ","USA",39.828175,-98.5795
"69","Physics","Columbia University","1957","for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles","1957-10-31","New York, NY","USA",39.828175,-98.5795
"516","Peace","","1957","for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis","1957-10-03","","","",""
"628","Literature","","1957","for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times","1957-10-17","","","",""
"221","Chemistry","University of Cambridge","1957","for his work on nucleotides and nucleotide co-enzymes","1957-10-31","Cambridge","United Kingdom",54.6,-2.0
"360","Physiology or Medicine","Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital","1956","for their discoveries concerning heart catheterization and pathological changes in the circulatory system","1956-10-18","New York, NY","USA",39.828175,-98.5795
"361","Physiology or Medicine","Mainz University","1956","for their discoveries concerning heart catheterization and pathological changes in the circulatory system","1956-10-18","Mainz","Germany",51.0,10.0
"362","Physiology or Medicine","Columbia University","1956","for their discoveries concerning heart catheterization and pathological changes in the circulatory system","1956-10-18","New York, NY","USA",39.828175,-98.5795
"65","Physics","Semiconductor Laboratory of Beckman Instruments, Inc.","1956","for their researches on semiconductors and their discovery of the transistor effect","1956-11-01","Mountain View, CA","USA",39.828175,-98.5795
"66","Physics","University of Illinois","1956","for their researches on semiconductors and their discovery of the transistor effect","1956-11-01","Urbana, IL","USA",39.828175,-98.5795
"66","Physics","University of Illinois","1956","for their researches on semiconductors and their discovery of the transistor effect","1956-11-01","Urbana, IL","USA",39.828175,-98.5795
"67","Physics","Bell Telephone Laboratories","1956","for their researches on semiconductors and their discovery of the transistor effect","1956-11-01","Murray Hill, NJ","USA",39.828175,-98.5795
"627","Literature","","1956","for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity","1956-10-25","","","",""
"219","Chemistry","University of Oxford","1956","for their researches into the mechanism of chemical reactions","1956-11-01","Oxford","United Kingdom",54.6,-2.0
"220","Chemistry","Institute for Chemical Physics of the Academy of Sciences of the USSR","1956","for their researches into the mechanism of chemical reactions","1956-11-01","Moscow","Russia",66.416667,94.25
"359","Physiology or Medicine","Karolinska Institutet, Nobel Medical Institute","1955","for his discoveries concerning the nature and mode of action of oxidation enzymes","1955-10-20","Stockholm","Sweden",61.0,15.0
"63","Physics","Stanford University","1955","for his discoveries concerning the fine structure of the hydrogen spectrum","1955-11-02","Stanford, CA","USA",39.828175,-98.5795
"64","Physics","Columbia University","1955","for his precision determination of the magnetic moment of the electron","1955-11-02","New York, NY","USA",39.828175,-98.5795
"626","Literature","","1955","for his vivid epic power which has renewed the great narrative art of Iceland","1955-10-27","","","",""
"218","Chemistry","Cornell University","1955","for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone","1955-11-02","Ithaca, NY","USA",39.828175,-98.5795
"356","Physiology or Medicine","Harvard Medical School","1954","for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue","1954-10-21","Boston, MA","USA",39.828175,-98.5795
"357","Physiology or Medicine","Research Division of Infectious Diseases, Children's Medical Center","1954","for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue","1954-10-21","Boston, MA","USA",39.828175,-98.5795
"358","Physiology or Medicine","Western Reserve University","1954","for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue","1954-10-21","Cleveland, OH","USA",39.828175,-98.5795
"61","Physics","Edinburgh University","1954","for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction","1954-11-03","Edinburgh","United Kingdom",54.6,-2.0
"62","Physics","University of Heidelberg","1954","for the coincidence method and his discoveries made therewith","1954-11-03","Heidelberg","Germany",51.0,10.0
"515","Peace","","1954","for its efforts to heal the wounds of war by providing help and protection to refugees all over the world","1955-11-05","","","",""
"515","Peace","","1954","for its efforts to heal the wounds of war by providing help and protection to refugees all over the world","1955-11-05","","","",""
"625","Literature","","1954","for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style","1954-10-28","","","",""
